WORD_ID,VOCAB_WORD,VOCAB_COUNT
1826,neither,71
1827,à,71
1828,observ,71
1829,shock,71
1830,authent,71
1831,phrase,71
1832,legitim,71
1833,slightli,71
1834,statist,71
1835,serial,71
1836,electr,71
1837,convinc,71
1838,mozilla,71
1839,park,71
1840,random,71
1841,blue,71
1842,barcelona,70
1843,east,70
1844,funni,70
1845,appropri,70
1846,refund,70
1847,empir,70
1848,edg,70
1849,strictli,70
1850,queri,70
1851,resolv,70
1852,award,70
1853,frame,70
1854,door,70
1855,auction,70
1856,hey,70
1857,alert,70
1858,merg,70
1859,edificio,70
1860,nort,70
1861,kelli,69
1862,volum,69
1863,repeat,69
1864,eugen,69
1865,lesson,69
1866,smaller,69
1867,tomorrow,69
1868,aphrodisia,69
1869,hunt,69
1870,solari,69
1871,surviv,69
1872,daniel,69
1873,capac,69
1874,highest,69
1875,carrier,69
1876,bear,69
1877,pressur,69
1878,ac,69
1879,fear,69
1880,stabil,69
1881,survey,69
1882,damn,69
1883,amend,68
1884,januari,68
1885,trip,68
1886,virus,68
1887,banner,68
1888,arrest,68
1889,aggress,68
1890,pablo,68
1891,bought,68
1892,herbal,68
1893,farquhar,68
1894,strike,68
1895,twice,68
1896,mr,68
1897,nt,68
1898,owen,68
1899,odd,68
1900,te,68
1901,fairli,68
1902,mason,68
1903,declin,68
1904,meant,68
1905,union,68
1906,alter,68
1907,appl,67
1908,violat,67
1909,ah,67
1910,harm,67
1911,easiest,67
1912,winner,67
1913,licenc,67
1914,weekend,67
1915,race,67
1916,promiscu,67
1917,cancel,67
1918,complain,67
1919,inbox,67
1920,cold,67
1921,duplic,67
1922,compon,67
1923,zero,67
1924,bound,67
1925,exclud,67
1926,gmt,67
1927,welch,67
1928,md,66
1929,formula,66
1930,reduct,66
1931,ratio,66
1932,scam,66
1933,spray,66
1934,mous,66
1935,genet,66
1936,farm,66
1937,mirror,66
1938,postal,66
1939,mh,66
1940,blog,66
1941,vari,66
1942,debian,66
1943,bandwidth,66
1944,audienc,66
1945,presum,66
1946,algorithm,66
1947,honest,66
1948,bunch,66
1949,round,66
1950,pill,66
1951,nativ,66
1952,prosaka,66
1953,deni,66
1954,brief,65
1955,compens,65
1956,partnership,65
1957,sea,65
1958,split,65
1959,approxim,65
1960,reboot,65
1961,vjestika,65
1962,gay,65
1963,analyst,65
1964,gibbon,65
1965,viru,65
1966,possess,65
1967,â,65
1968,bankruptci,65
1969,tab,65
1970,martin,65
1971,elsewher,65
1972,austin,65
1973,precis,65
1974,club,65
1975,iraq,65
1976,renew,65
1977,processor,64
1978,plugin,64
1979,margin,64
1980,buffer,64
1981,testimoni,64
1982,dramat,64
1983,roger,64
1984,porn,64
1985,gordon,64
1986,massiv,64
1987,weekli,64
1988,reward,64
1989,deploy,64
1990,label,64
1991,msgid,64
1992,saturday,64
1993,envelop,64
1994,lift,64
1995,grand,64
1996,religion,63
1997,dig,63
1998,writer,63
1999,retir,63
2000,rohit,63
2001,collabor,63
2002,ibm,63
2003,engag,63
2004,agreeabl,63
2005,anytim,63
2006,flash,63
2007,nvidia,63
2008,cancer,63
2009,aol,63
2010,environment,63
2011,infrastructur,63
2012,complex,63
2013,that,63
2014,registr,63
2015,adopt,63
2016,millionair,63
2017,prohibit,63
2018,apart,63
2019,sm,63
2020,fuck,63
2021,hmm,63
2022,cycl,62
2023,northern,62
2024,harley,62
2025,assembl,62
2026,ministri,62
2027,solicit,62
2028,length,62
2029,plenti,62
2030,inconveni,62
2031,shell,62
2032,satisfi,62
2033,african,62
2034,schedul,62
2035,thoma,62
2036,ps,62
2037,justic,62
2038,yellow,62
2039,conduct,62
2040,ae,62
2041,rout,61
2042,began,61
2043,onto,61
2044,ffffff,61
2045,img,61
2046,null,61
2047,self,61
2048,henc,61
2049,acquisit,61
2050,rose,61
2051,experienc,61
2052,candid,61
2053,swap,61
2054,own,61
2055,duncan,61
2056,excess,61
2057,enforc,61
2058,distro,61
2059,encount,61
2060,mere,61
2061,clock,61
2062,farmer,61
2063,liter,60
2064,scale,60
2065,newspap,60
2066,grab,60
2067,evolv,60
2068,invent,60
2069,transform,60
2070,wholesal,60
2071,straight,60
2072,kate,60
2073,domin,60
2074,deep,60
2075,famou,60
2076,london,60
2077,minim,60
2078,conclud,60
2079,demonstr,60
2080,prosper,60
2081,attend,60
2082,throw,60
2083,homeown,60
2084,russian,60
2085,da,60
2086,elect,60
2087,guido,60
2088,pointer,60
2089,boost,59
2090,wave,59
2091,buck,59
2092,var,59
2093,toll,59
2094,hors,59
2095,solid,59
2096,colleagu,59
2097,glad,59
2098,televis,59
2099,lawsuit,59
2100,rank,59
2101,niall,59
2102,mix,59
2103,context,59
2104,murder,59
2105,receipt,59
2106,chat,59
2107,oppos,59
2108,christian,59
2109,unabl,59
2110,co,58
2111,blame,58
2112,skin,58
2113,crime,58
2114,proof,58
2115,religi,58
2116,preserv,58
2117,attain,58
2118,loop,58
2119,valhalla,58
2120,routin,58
2121,resel,58
2122,entiti,58
2123,assert,58
2124,remark,58
2125,corrupt,58
2126,brent,57
2127,russia,57
2128,tune,57
2129,passphras,57
2130,abacha,57
2131,asia,57
2132,accur,57
2133,vircio,57
2134,tast,57
2135,scientif,57
2136,paypal,57
2137,habea,57
2138,newsgroup,57
2139,forest,57
2140,moral,57
2141,marshalles,57
2142,icq,57
2143,numer,57
2144,inspir,57
2145,inkjet,57
2146,webmast,57
2147,replica,57
2148,glm,57
2149,mathemat,57
2150,hash,56
2151,sheet,56
2152,chart,56
2153,throughout,56
2154,bless,56
2155,po,56
2156,destroy,56
2157,victim,56
2158,hint,56
2159,formal,56
2160,rise,56
2161,column,56
2162,na,56
2163,yield,56
2164,brother,56
2165,embed,56
2166,ben,56
2167,frequent,56
2168,song,56
2169,heavi,56
2170,bu,56
2171,mountain,56
2172,visitor,56
2173,regardless,56
2174,joseph,56
2175,jar,56
2176,trace,55
2177,incompat,55
2178,logic,55
2179,remind,55
2180,consequ,55
2181,chip,55
2182,ed,55
2183,town,55
2184,mess,55
2185,drink,55
2186,freebsd,55
2187,pure,55
2188,classic,55
2189,labor,55
2190,decemb,55
2191,branch,55
2192,aim,55
2193,amateur,55
2194,bay,55
2195,dog,55
2196,limbo,55
2197,focus,54
2198,assign,54
2199,worker,54
2200,spamtrap,54
2201,joke,54
2202,medium,54
2203,syntax,54
2204,export,54
2205,pars,54
2206,violenc,54
2207,smoker,54
2208,est,54
2209,coast,54
2210,ladi,54
2211,spirit,54
2212,satisfact,54
2213,topic,54
2214,il,54
2215,privileg,54
2216,que,54
2217,prize,54
2218,crap,54
2219,gambl,54
2220,imho,54
2221,exceed,54
2222,exhibit,54
2223,felt,54
2224,negoti,54
2225,adapt,54
2226,fan,53
2227,stamp,53
2228,cheaper,53
2229,circumst,53
2230,complic,53
2231,appoint,53
2232,battl,53
2233,specialist,53
2234,pa,53
2235,batch,53
2236,pursu,53
2237,tremend,53
2238,byte,53
2239,vice,53
2240,incorpor,53
2241,opposit,53
2242,lib,53
2243,boundari,52
2244,loos,52
2245,ui,52
2246,caught,52
2247,moder,52
2248,liberti,52
2249,truck,52
2250,goto,52
2251,strengthen,52
2252,okay,52
2253,keyword,52
2254,intel,52
2255,lover,52
2256,pro,52
2257,bet,52
2258,border,52
2259,sur,52
2260,unwant,52
2261,trivial,52
2262,chairman,52
2263,unknown,52
2264,struggl,52
2265,sophist,52
2266,admit,52
2267,kit,52
2268,affair,52
2269,riaa,52
2270,gather,52
2271,compress,52
2272,compel,52
2273,entitl,52
2274,airlin,52
2275,alan,52
2276,florida,52
2277,older,52
2278,jodi,52
2279,disclosur,51
2280,ahead,51
2281,mastercard,51
2282,muslim,51
2283,airport,51
2284,sector,51
2285,surfac,51
2286,wear,51
2287,ideal,51
2288,trend,51
2289,transmiss,51
2290,dublin,51
2291,belief,51
2292,penni,51
2293,pioneer,51
2294,britain,51
2295,album,51
2296,hole,51
2297,ownership,51
2298,ved,51
2299,owe,51
2300,stage,51
2301,australia,51
2302,raw,50
2303,majesti,50
2304,dice,50
2305,maker,50
2306,wa,50
2307,encod,50
2308,assumpt,50
2309,adjust,50
2310,stephen,50
2311,pickl,50
2312,refus,50
2313,weather,50
2314,msn,50
2315,overal,50
2316,jack,50
2317,lay,50
2318,outlook,50
2319,tin,50
2320,weak,50
2321,scott,50
2322,mplayer,50
2323,dump,50
2324,relay,50
2325,palestinian,50
2326,stress,50
2327,maximum,50
2328,reform,50
2329,suffici,50
2330,ice,50
2331,wealthi,49
2332,influenc,49
2333,transpar,49
2334,debug,49
2335,captur,49
2336,propag,49
2337,hawaii,49
2338,portabl,49
2339,sentenc,49
2340,ne,49
2341,hide,49
2342,finger,49
2343,curv,49
2344,chain,49
2345,marri,49
2346,schuman,49
2347,magic,49
2348,lilo,48
2349,spring,48
2350,endeavor,48
2351,holiday,48
2352,ce,48
2353,catalog,48
2354,vision,48
2355,silli,48
2356,whatsoev,48
2357,frustrat,48
2358,retain,48
2359,proceed,48
2360,astronom,48
2361,patrick,48
2362,egg,48
2363,bone,48
2364,crack,48
2365,shout,48
2366,mandat,48
2367,explan,48
2368,depress,48
2369,trademark,48
2370,ou,48
2371,dinosaur,48
2372,session,48
2373,admin,48
2374,submiss,48
2375,timeout,48
2376,ethic,47
2377,hospit,47
2378,buri,47
2379,tower,47
2380,francisco,47
2381,virginia,47
2382,inexpens,47
2383,intellectu,47
2384,rah,47
2385,settl,47
2386,latter,47
2387,heck,47
2388,speaker,47
2389,ram,47
2390,rapidli,47
2391,unusu,47
2392,ar,47
2393,scratch,47
2394,belong,47
2395,movement,47
2396,api,47
2397,weird,47
2398,spambay,47
2399,fli,47
2400,gpg,47
2401,outstand,47
2402,casino,47
2403,hacker,47
2404,mysql,47
2405,besid,47
2406,randomli,47
2407,circl,47
2408,corner,47
2409,prob,46
2410,greatest,46
2411,germani,46
2412,jeremi,46
2413,pentium,46
2414,recognit,46
2415,necessarili,46
2416,eb,46
2417,bomb,46
2418,openssl,46
2419,thirti,46
2420,plane,46
2421,igtt,46
2422,abandon,46
2423,lean,46
2424,formul,46
2425,constant,46
2426,preced,46
2427,expos,46
2428,ton,46
2429,joint,46
2430,scholarship,46
2431,ez,46
2432,tivo,46
2433,minist,46
2434,twenti,46
2435,organis,46
2436,snore,46
2437,du,46
2438,iroijlaplap,46
2439,celebr,46
2440,xxx,46
2441,ir,46
2442,fuel,46
2443,intent,46
2444,forum,45
2445,openssh,45
2446,german,45
2447,draft,45
2448,armi,45
2449,fp,45
2450,marriag,45
2451,tweak,45
2452,theme,45
2453,recov,45
2454,une,45
2455,richard,45
2456,maxim,45
2457,arg,45
2458,wild,45
2459,harvest,45
2460,jurisdict,45
2461,element,45
2462,dr,45
2463,conclus,45
2464,japan,45
2465,relax,45
2466,season,45
2467,es,45
2468,greet,45
2469,framework,45
2470,murjel,44
2471,trader,44
2472,tobacco,44
2473,advisor,44
2474,telecommun,44
2475,potent,44
2476,decreas,44
2477,anthoni,44
2478,bond,44
2479,con,44
2480,bullet,44
2481,magnitud,44
2482,hook,44
2483,angel,44
2484,zone,44
2485,elig,44
2486,milter,44
2487,notifi,44
2488,ratak,44
2489,invalid,44
2490,scenario,44
2491,quarter,44
2492,burner,44
2493,rm,44
2494,bob,44
2495,maxaman,44
2496,pleasur,44
2497,distributor,44
2498,council,44
2499,subsequ,44
